,sid,MTLD,HDD,types,tokens,TTR,len_sentence
49,98470_111716_02_cut.txt,19.045398009950247,0.7142770716233698,102,245,0.4163265306122449,4.298245614035087
50,8283_121516_01_cut_save.txt,9.586580086580087,0.6076322264893892,64,206,0.3106796116504854,3.377049180327869
51,8283_110416_05_cut.txt,11.68452380952381,0.6374804503755953,60,151,0.3973509933774834,3.2127659574468086
52,8283_120916_03_cutsave.txt,38.7715723873442,0.7709611663225473,96,173,0.5549132947976878,4.942857142857143
53,8283_101416_09_cut.txt,16.37414404752083,0.6089540586604045,69,364,0.18956043956043955,3.831578947368421
54,8283_120416_02_cutsave.txt,10.317692307692308,0.5125029144849477,43,263,0.1634980988593156,3.329113924050633
55,8283_110416_04_cut.txt,66.9163973413013,0.8064045563800298,68,103,0.6601941747572816,3.9615384615384617
56,8283_092216_03_cut.txt,21.131944444444443,0.7123912946651386,75,179,0.41899441340782123,3.58
57,8283_parenting_obs_42416_02_cut.txt,10.063404453148955,0.5634300545199199,50,203,0.24630541871921183,2.9295774647887325
58,8283_101416_10_cut.txt,16.75294117647059,0.5534236096611358,67,267,0.250936329588015,3.4675324675324677
59,8283_101416_04_cut_m4a.txt,13.05,0.6108720593067521,51,116,0.4396551724137931,2.32
60,8283_091316_03_cut.txt,28.329525787469713,0.7412941565578239,75,183,0.4098360655737705,2.5
