JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,15252,18450,"0","1","1",
1,19147,35260,"0","1","1",
2,38663,40549,"0","1","1",
3,41451,52849,"0","1","1",
4,68347,70889,"1","0","1",
5,75604,78556,"0","1","1",
6,166542,187698,"0","1","1",
