JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,0,6970,"0","1","1",
1,12342,15266,"1","0","1",
2,15538,18088,"0","1","1",
3,19754,40154,"0","1","0",
4,40902,58378,"0","1","0",
5,64328,80512,"0","1","0",
6,86428,89080,"1","0","1",
7,98668,102374,"1","0","1",
8,102918,107950,"0","1","1",
9,108868,114716,"0","1","0",
10,115158,122774,"0","1","1",
11,124100,133994,"0","1","1",
12,146880,180949,"0","1","1",
