JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,89585,92701,"0","1","1",
1,95079,108363,"0","1","1",
2,108568,129642,"0","1","1",
3,131364,133004,"0","1","1",
4,144935,186181,"0","1","1",
5,187780,190650,"0","1","1",
6,194422,195324,"0","1","1",
7,196062,233126,"0","1","1",
8,265557,269534,"0","1","1",
