JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,7505,16318,"0","1","1",
1,18614,34440,"0","1","1",
2,35752,42148,"0","1","1",
3,47519,60475,"0","1","1",
4,63222,76670,"0","1","1",
5,79499,105739,"0","1","1",
6,106067,133373,"0","1","1",
7,133947,138662,"0","1","1",
8,143336,145345,"0","1","1",
9,148092,150798,"0","0","1",
10,165681,168510,"0","1","1",
11,169494,171544,"0","0","1",
12,182081,182983,"1","0","1",
