JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,111602,114636,"1","0","1",
1,118490,122549,"0","1","0",
2,123451,128699,"0","1","0",
3,129437,132758,"0","1","0",
4,133701,146698,"0","1","0",
5,159080,163221,"0","1","1",
6,168059,193438,"0","1","1",
7,221154,239276,"0","1","0",
8,245344,255840,"0","1","0",
9,263958,286713,"0","1","1",
