JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,0,3502,"0","0","1",
1,3662,6426,"0","0","1",
2,7072,14518,"0","1","1",
3,21046,51884,"0","1","1",
4,53686,56848,"0","0","1",
5,89692,90848,"1","0","1",
6,95914,99688,"0","1","1",
7,103734,109480,"0","1","1",
8,120734,122672,"1","0","1",
9,125188,146098,"0","1","1",
10,152354,183736,"0","1","1",
