JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,11798,16728,"1","0","1",
1,16932,21556,"0","1","0",
2,23358,43486,"0","1","1",
3,60486,66742,"0","1","0",
4,72182,76636,"1","0","1",
5,77418,87550,"0","1","1",
6,97920,120802,"0","1","1",
7,139536,153782,"0","1","1",
8,155618,164152,"0","1","1",
9,164526,170714,"0","1","1",
10,171632,174964,"1","0","0",
11,177480,192508,"0","1","0",
