JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,4428,18122,"0","1","1",
1,24764,38458,"0","1","1",
2,44690,46740,"0","0","1",
3,98974,128494,"0","1","1",
4,134412,159080,"0","1","1",
5,178391,183352,"0","1","0",
