JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,0,3468,"0","0","1",
1,9044,11356,"0","0","1",
2,24752,41888,"0","1","1",
3,43044,63750,"0","1","1",
4,76772,80070,"1","0","1",
5,106420,109582,"0","0","1",
6,112506,131954,"0","1","1",
7,131988,134402,"0","0","1",
8,143990,151572,"0","1","1",
9,153782,156196,"0","0","1",
10,159868,164662,"0","1","1",
11,169422,171768,"0","0","1",
