JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,15867,35260,"0","1","1",
1,37474,48872,"0","1","1",
2,50020,54407,"0","1","1",
3,60475,62525,"1","0","1",
4,64493,66297,"1","0","1",
5,67609,68388,"0","0","1",
6,69905,73144,"0","0","1",
7,84993,94874,"0","1","1",
8,95858,147600,"0","1","1",
9,147641,149363,"1","0","1",
10,166624,179580,"0","1","1",
