JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,13629,21681,"0","1","1",
1,24651,27357,"0","0","1",
2,33099,39699,"0","1","1",
3,58542,79299,"0","1","1",
4,80091,86757,"0","1","1",
5,87318,96261,"0","1","0",
6,130878,182457,"0","1","1",
7,182490,186219,"0","1","1",
8,188100,189387,"1","0","1",
