JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,5270,10370,"0","1","1",
1,11322,14008,"0","1","0",
2,14688,38386,"0","1","0",
3,39848,40902,"1","0","1",
4,41378,45594,"1","0","1",
5,67150,72998,"0","1","0",
6,74086,106216,"0","1","0",
7,106692,114308,"0","1","1",
8,114342,133756,"0","1","1",
9,134470,145826,"0","1","0",
10,145860,154632,"0","1","0",
11,155244,167076,"0","1","0",
