JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,32554,39237,"0","1","1",
1,65354,68306,"0","0","1",
2,70315,78228,"0","1","1",
3,79130,85649,"0","1","1",
4,112340,113898,"1","0","1",
5,118572,123738,"0","1","1",
6,125624,126895,"1","0","1",
7,141327,149732,"0","1","1",
