JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,12693,25502,"1","0","1",
1,48708,50881,"0","1","1",
2,58507,61377,"0","0","1",
3,62730,64575,"1","0","1",
4,65231,82533,"0","1","1",
5,100614,102746,"0","0","1",
6,108035,113775,"1","0","1",
7,123164,125009,"1","0","1",
8,145468,148830,"1","0","1",
9,155636,157153,"0","1","0",
10,160679,162401,"1","0","1",
11,177612,180154,"0","0","1",
12,189871,194873,"0","1","1",
