JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,17548,28003,"0","1","1",
1,43173,47683,"0","0","1",
2,62033,80893,"0","1","1",
3,81549,84747,"1","0","1",
4,114841,115907,"1","0","1",
5,117260,123492,"1","0","1",
6,126772,130175,"0","0","1",
7,145427,147477,"0","0","1",
8,148256,167198,"0","1","0",
9,172856,174414,"1","0","1",
