JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,0,8704,"1","0","1",
1,38828,41582,"1","0","1",
2,80138,84166,"0","0","1",
3,93500,109364,"0","1","1",
4,113866,118660,"0","0","1",
5,135558,179962,"0","1","1",
