JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,34013,36206,"1","0","1",
1,36808,39302,"1","0","1",
2,40506,44978,"1","0","1",
3,45795,49751,"0","1","1",
4,50482,58953,"1","0","1",
5,59727,66994,"1","0","1",
6,79034,127710,"0","1","1",
7,131408,139320,"0","1","1",
8,139793,144781,"0","1","1",
9,145942,154628,"0","1","1",
10,155703,168646,"0","1","1",
11,169334,175010,"0","1","1",
