JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,16646,21279,"1","0","1",
1,24108,26035,"1","0","1",
2,42230,46084,"1","0","1",
3,73554,95243,"0","1","1",
4,95981,100778,"1","0","1",
5,102623,116440,"0","1","1",
6,134439,137268,"1","0","1",
7,140630,148461,"1","0","1",
8,153299,155677,"1","0","1",
9,159900,163836,"0","0","1",
10,178965,189420,"0","1","1",
