JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,9452,12954,"1","0","1",
1,13192,14212,"1","0","1",
2,14246,19108,"0","1","1",
3,19312,21624,"1","0","1",
4,30022,36550,"0","1","1",
5,41208,43520,"1","0","1",
6,81566,94826,"0","1","0",
7,169150,172788,"1","0","1",
8,173638,175610,"1","0","1",
9,178330,181458,"0","1","0",
