JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,57810,70807,"0","1","1",
1,72242,73144,"1","0","1",
2,73718,74128,"1","0","1",
3,74538,94013,"0","1","1",
4,99671,101065,"1","0","1",
5,107748,121893,"0","1","1",
6,125501,127100,"1","0","1",
7,140548,142762,"0","0","1",
8,145591,146370,"1","0","1",
9,155021,180277,"0","1","1",
10,187370,189215,"1","0","1",
