JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,206584,208862,"0","1","1",
1,209916,211684,"0","0","1",
2,214540,242318,"0","1","1",
3,242896,247146,"0","0","1",
4,267852,271966,"0","0","1",
5,272816,275706,"0","1","1",
6,281962,295562,"0","1","1",
7,296072,304334,"0","1","1",
8,305354,307360,"0","1","1",
9,330582,346052,"0","1","1",
10,376448,381582,"1","0","1",
