JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,26860,42160,"0","1","0",
1,69802,72998,"0","1","1",
2,73236,76228,"0","1","1",
3,77826,88094,"0","1","1",
4,88672,89692,"1","0","1",
5,89760,102782,"0","1","0",
6,110296,139774,"0","1","1",
7,141678,148410,"0","1","1",
8,150518,152728,"0","0","1",
9,155618,159392,"1","0","1",
10,160140,161976,"1","0","1",
11,176290,181968,"1","0","1",
