JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,134603,147559,"0","1","1",
1,147723,162073,"1","0","1",
2,166829,209920,"0","1","1",
3,213610,225131,"0","1","1",
4,231527,233536,"1","0","1",
5,240137,243663,"0","1","1",
6,246000,251904,"1","0","1",
7,253749,256865,"0","0","1",
8,258833,266172,"0","1","1",
9,270477,274577,"0","1","0",
10,285729,290116,"0","1","1",
11,300694,302621,"1","0","1",
