JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,6630,10030,"0","0","1",
1,12104,14348,"0","0","1",
2,15606,30634,"0","1","1",
3,33014,36448,"0","0","1",
4,46172,48280,"0","1","1",
5,67048,70448,"0","0","1",
6,73270,76126,"0","0","1",
7,76568,79424,"0","0","1",
8,82110,87346,"0","1","1",
9,101762,106454,"0","1","1",
10,108596,112506,"0","1","1",
11,152796,156400,"1","0","1",
12,159868,162928,"0","1","1",
