JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,0,8024,"0","1","0",
1,14654,21556,"0","1","1",
2,27030,44540,"0","1","1",
3,49878,57494,"1","0","1",
4,59908,68782,"0","1","1",
5,68816,77792,"0","1","1",
6,78064,80682,"0","1","1",
7,81566,84388,"0","1","1",
8,84728,89726,"0","1","1",
9,105298,112064,"0","1","1",
10,112540,172448,"0","1","1",
11,178908,182886,"0","1","1",
