JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,10783,18245,"1","0","1",
1,31898,39360,"0","1","1",
2,42640,50963,"0","1","1",
3,71381,72857,"0","1","1",
4,74415,76793,"0","1","1",
5,97826,101885,"1","0","1",
6,145837,161540,"0","1","1",
7,169002,175767,"1","0","1",
