JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,39130,54997,"0","1","1",
1,56846,82001,"0","1","1",
2,89440,91805,"1","0","1",
3,129989,141986,"0","1","1",
4,145211,154069,"0","1","1",
5,156176,172473,"0","1","1",
6,182965,186104,"1","0","1",
