JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,48380,77572,"0","1","1",
1,77982,84911,"0","1","1",
2,85444,86223,"1","0","1",
3,86346,88601,"0","1","1",
4,94259,97375,"0","1","1",
5,97949,103361,"0","1","1",
6,103607,187443,"0","1","0",
