JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,124722,128125,"1","0","1",
1,128740,131774,"0","0","1",
2,132184,133414,"1","0","1",
3,140548,145878,"0","1","1",
4,150757,182942,"0","1","1",
5,183926,197579,"0","1","1",
6,202212,203319,"1","0","1",
7,212216,232675,"0","1","1",
8,233413,262605,"0","1","1",
9,270928,272527,"1","0","1",
10,282285,286877,"0","1","1",
11,292986,297291,"0","1","1",
