JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,25047,26565,"1","0","1",
1,28512,32010,"0","0","1",
2,37521,40854,"0","1","1",
3,51777,60984,"0","1","1",
4,61248,63492,"1","0","1",
5,70917,76692,"1","0","1",
6,96294,97416,"1","0","1",
7,98373,101079,"1","0","1",
8,101805,104049,"1","0","1",
9,104742,156354,"0","1","1",
10,159093,171864,"0","1","1",
11,177408,186714,"0","1","1",
