JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,1496,13736,"0","1","1",
1,13906,21012,"0","1","1",
2,21760,24854,"1","0","1",
3,25262,84694,"0","1","1",
4,87312,89590,"1","0","1",
5,93160,137836,"0","1","1",
6,138822,143548,"1","0","1",
7,144262,167688,"0","1","1",
8,167858,173944,"1","0","1",
