JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,69536,152725,"0","1","1",
1,161540,163016,"1","0","0",
2,167731,171134,"0","1","1",
3,172200,174906,"0","1","1",
4,178596,179293,"0","0","1",
5,179334,179949,"1","0","0",
