JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,22984,32368,"1","0","1",
1,36244,42126,"1","0","1",
2,58854,74834,"0","1","1",
3,76497,81838,"0","1","0",
4,103904,108018,"0","1","0",
5,110806,114410,"0","1","0",
6,115464,122638,"0","1","0",
7,123488,140828,"0","1","0",
8,145758,164186,"0","1","0",
9,178296,187000,"0","1","1",
