JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,11234,13735,"0","0","1",
1,27224,36244,"1","0","1",
2,38294,42394,"1","0","1",
3,54694,62443,"0","1","0",
4,67650,69700,"1","0","1",
5,76383,79048,"1","0","1",
6,83763,91307,"0","1","0",
7,92578,95817,"1","0","1",
8,118367,125788,"0","1","1",
9,144115,151495,"1","0","1",
10,165476,174619,"0","1","1",
