JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,14246,39746,"1","0","1",
1,41820,45186,"1","0","0",
2,64668,69360,"1","0","0",
3,118966,123318,"0","1","0",
4,125222,133518,"0","1","1",
5,135456,139944,"0","1","1",
6,160310,164730,"0","1","0",
7,170782,174420,"0","0","1",
8,174488,176290,"1","0","0",
