JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,0,3128,"1","0","1",
1,7072,12852,"1","0","1",
2,14960,21862,"0","1","1",
3,22358,24616,"1","0","1",
4,56546,76840,"0","1","1",
5,77710,86224,"0","1","1",
6,89454,92174,"1","0","1",
7,112234,122706,"0","1","1",
8,127874,131954,"1","0","1",
9,133246,135320,"1","0","1",
10,135753,152286,"0","1","1",
11,159393,163942,"1","0","1",
12,164526,178385,"0","1","1",
