JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,20375,24067,"0","1","1",
1,25133,40836,"0","1","1",
2,44116,49856,"1","0","1",
3,64534,86551,"0","1","1",
4,87822,92701,"0","1","1",
5,93890,117875,"1","0","1",
6,124722,155390,"0","1","1",
7,158465,162770,"0","1","0",
8,163918,165845,"0","0","1",
9,169125,183106,"0","1","0",
10,189625,197825,"0","1","1",
11,198317,199957,"1","0","1",
