JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,21853,24887,"0","0","1",
1,27675,33046,"1","0","1",
2,35219,39073,"0","1","0",
3,40590,41697,"0","1","0",
4,43173,45551,"0","1","0",
5,53710,65600,"0","1","1",
6,72570,86510,"0","1","1",
7,110413,132512,"0","1","1",
8,145140,149404,"1","0","1",
9,150306,151905,"1","0","1",
10,162893,166911,"1","0","1",
11,169658,172077,"1","0","1",
12,176587,179580,"0","0","1",
