JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,16318,35342,"0","1","1",
1,37884,48954,"0","1","1",
2,50553,55596,"0","1","1",
3,60393,62894,"1","0","1",
4,64739,66666,"1","0","1",
5,67732,70766,"0","0","1",
6,85157,95120,"0","1","1",
7,97047,98482,"0","1","1",
8,147723,149486,"1","0","1",
9,167444,194791,"0","1","1",
