JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,11644,14678,"0","0","1",
1,27306,37392,"1","0","1",
2,38253,43050,"1","0","1",
3,68183,70520,"1","0","1",
4,76752,80196,"1","0","1",
5,84583,89585,"0","1","0",
6,92127,96145,"1","0","1",
7,119474,139933,"0","1","1",
8,144033,152479,"0","1","1",
9,166583,175521,"0","1","1",
