JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,18655,22919,"0","1","1",
1,26158,28085,"0","0","1",
2,44362,47150,"1","0","1",
3,62197,78064,"0","1","1",
4,82000,85034,"1","0","1",
5,114226,117178,"1","0","1",
6,117178,123779,"1","0","1",
7,128207,130503,"1","0","1",
8,146165,148461,"0","0","1",
9,148461,164902,"0","1","0",
