JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,276094,282736,"0","1","1",
1,287082,290116,"0","0","1",
2,299341,310657,"0","1","1",
3,314716,321399,"1","0","1",
4,329681,332346,"1","0","1",
5,344400,351739,"1","0","1",
6,359447,362481,"0","0","1",
7,371624,398356,"0","1","1",
8,409180,411025,"0","1","0",
9,411517,419717,"0","1","1",
10,432345,433329,"0","0","1",
