JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,23868,33252,"1","0","1",
1,34442,50694,"0","1","0",
2,53482,56508,"0","0","1",
3,59568,75106,"0","1","1",
4,77282,78404,"1","0","1",
5,99688,102340,"1","0","1",
6,113390,115566,"0","1","0",
7,133586,141134,"1","0","1",
8,163608,166124,"1","0","1",
9,178330,186160,"0","1","1",
