JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,5542,11220,"0","1","1",
1,12580,14178,"0","1","0",
2,16218,38794,"0","1","0",
3,39916,41310,"1","0","1",
4,41888,45356,"1","0","1",
5,67898,73372,"0","1","0",
6,75752,83674,"0","1","0",
7,84014,86088,"0","0","1",
8,107406,114376,"0","1","1",
9,114376,134198,"0","1","1",
10,145894,155074,"0","1","0",
11,157488,167892,"0","1","0",
