JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,8282,18245,"0","1","1",
1,18245,35424,"0","1","1",
2,35875,45346,"0","1","1",
3,47765,60311,"0","1","1",
4,63960,76711,"0","1","1",
5,79130,105165,"0","1","1",
6,105452,133455,"0","1","1",
7,134070,139113,"0","1","1",
8,143541,146903,"0","1","1",
9,148256,151290,"0","0","1",
10,165763,171544,"1","0","1",
11,182163,183803,"1","0","1",
