JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,125624,128371,"1","0","1",
1,128371,131405,"0","0","1",
2,131405,133578,"1","0","1",
3,140794,149609,"0","1","1",
4,150921,183270,"0","1","1",
5,183270,198153,"0","1","1",
6,202622,204221,"1","0","1",
7,212995,232634,"0","1","1",
8,233536,263589,"0","1","1",
9,271830,274577,"1","0","1",
10,282941,287861,"0","1","1",
11,293150,299136,"0","1","1",
