JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,11934,17102,"1","0","1",
1,17102,21930,"1","0","0",
2,23664,45288,"0","1","1",
3,61166,67966,"0","1","0",
4,72284,77078,"1","0","1",
5,77928,88808,"0","1","1",
6,96900,121720,"0","1","1",
7,140080,154020,"0","1","1",
8,155686,164560,"0","1","1",
9,165104,171224,"0","1","1",
10,171836,175202,"1","0","0",
