JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,19393,24190,"0","1","1",
1,28454,33661,"0","1","1",
2,38253,62197,"0","1","1",
3,71381,72529,"0","0","1",
4,74743,80852,"0","1","1",
5,82164,109142,"0","1","1",
6,110782,113283,"0","0","1",
7,113283,121073,"1","0","0",
8,123615,144771,"0","1","1",
9,147928,150962,"0","0","1",
10,158219,173225,"0","1","1",
11,176792,185238,"0","1","1",
