JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,112504,118080,"1","0","1",
1,119515,122672,"0","1","0",
2,124066,129027,"0","1","0",
3,130626,133209,"0","1","0",
4,134480,146247,"0","1","0",
5,159121,164205,"0","1","1",
6,165476,193561,"0","1","1",
7,221441,239399,"0","1","0",
8,245426,263794,"0","1","0",
9,266828,271707,"1","0","1",
10,272650,286795,"0","1","1",
